Date,Year,Month,Quarter,Season,Salesperson,SaleType,Region,Product_Line,Performance_Level,Incident_Impact_Category,Incident_Type,Economic_Index,Marketing_Budget,Lead_Generation,Sales_Volume,Revenue,Customer_Satisfaction,Training_Hours,Market_Competition,Profit_Margin,Incident_Impact,Incident_Description,Price,Salesperson_Skill,Product_Tier,Employee_ID,Office_Temperature,Random_Factor,SaleType_Numeric,Region_Numeric
2016-06-01,2016,6,2,Summer,Charlie,Subscription,West,Premium,Medium,Neutral,none,99.18,55364.38,165.27,734.47,121650.17,7.52,33.27,3.25,0.31,0.0,,165.63,3,3,4357,68.0,-0.1,0,4
2021-08-01,2021,8,3,Summer,Bob,Buyout,West,Standard,Medium,Negative,supply_shortage,102.56,62310.54,185.75,610.72,679930.83,7.86,50.63,3.54,0.29,-0.11,Supply Shortage (-18%),1113.32,2,2,8951,69.91,1.16,1,4
2019-12-01,2019,12,4,Winter,David,Buyout,South,Basic,Medium,Negative,enterprise_budget_cuts,101.83,47262.27,169.9,669.04,684192.14,7.18,40.1,3.66,0.17,-0.15,Enterprise Budget Cuts (-20%),1022.64,4,1,6622,70.21,-0.44,1,3
2024-09-01,2024,9,3,Fall,Eve,Subscription,South,Premium,High,Neutral,none,106.33,71047.97,225.66,1000.0,90690.0,8.07,59.3,4.21,0.3,0.0,,90.69,5,3,4832,78.0,0.67,0,3
2019-11-01,2019,11,4,Fall,Alice,Buyout,North,Standard,Low,Negative,enterprise_budget_cuts,103.64,45613.16,126.1,392.48,423959.79,8.44,45.94,3.92,0.2,-0.2,Enterprise Budget Cuts (-20%),1080.22,1,2,6145,72.35,-2.23,1,2
2018-11-01,2018,11,4,Fall,Bob,Subscription,North,Standard,Medium,Neutral,none,100.88,48977.15,162.41,613.55,62742.0,6.98,42.63,3.4,0.32,0.0,,102.26,2,2,1707,76.09,-0.3,0,2
2018-07-01,2018,7,3,Summer,Charlie,Subscription,East,Standard,Low,Negative,subscription_price_increase,101.64,65672.43,164.15,587.85,85408.61,6.6,47.27,3.64,0.2,-0.12,Subscription Price Increase (-12%),145.29,3,2,2802,71.35,0.06,0,1
2018-07-01,2018,7,3,Summer,Eve,Buyout,West,Basic,High,Neutral,none,102.99,65491.77,189.88,929.2,1505216.84,6.7,59.02,2.73,0.25,0.0,,1619.9,5,1,3157,73.02,-0.15,1,4
2016-01-01,2016,1,1,Winter,Eve,Buyout,South,Standard,Medium,Neutral,none,103.39,40758.05,174.91,843.92,1615694.19,8.59,37.54,2.31,0.37,0.0,,1914.5,5,2,4765,72.18,-0.73,1,3
2018-06-01,2018,6,2,Summer,Eve,Buyout,North,Standard,High,Neutral,none,102.26,59784.37,220.64,1000.0,1304350.0,6.91,41.48,2.98,0.29,0.0,,1304.35,5,2,6527,70.44,-1.53,1,2
2023-01-01,2023,1,1,Winter,Alice,Buyout,East,Premium,Medium,Neutral,none,114.39,68700.71,184.58,666.65,1054618.18,8.03,51.61,3.77,0.42,0.0,,1581.96,1,3,7037,69.26,-0.6,1,1
2020-04-01,2020,4,2,Spring,Bob,Buyout,East,Basic,Low,Negative,pandemic_impact,110.03,70158.16,189.24,506.8,979457.54,5.59,40.73,2.93,0.14,-0.31,Pandemic Impact (-35%),1932.65,2,1,9537,72.0,-0.52,1,1
2016-09-01,2016,9,3,Fall,Alice,Subscription,South,Standard,Low,Neutral,none,95.96,56220.34,155.48,509.35,87444.72,7.02,26.52,3.69,0.25,0.0,,171.68,1,2,4858,69.66,0.2,0,3
2015-02-01,2015,2,1,Winter,Charlie,Buyout,South,Standard,Medium,Neutral,none,107.02,45984.99,169.61,734.36,1075077.33,9.2,33.43,2.89,0.35,0.0,,1463.97,3,2,3004,72.43,1.0,1,3
2015-11-01,2015,11,4,Fall,Alice,Buyout,East,Basic,Low,Neutral,none,96.96,39911.42,160.93,511.66,810589.79,5.77,40.13,2.97,0.31,0.0,,1584.23,1,1,8071,70.71,-1.09,1,1
2016-11-01,2016,11,4,Fall,Charlie,Buyout,North,Standard,Medium,Positive,award_recognition,102.54,46301.43,177.56,756.87,1328707.77,6.01,40.58,3.34,0.45,0.12,Award Recognition (+12%),1755.52,3,2,8330,74.48,0.32,1,2
2020-10-01,2020,10,4,Fall,Alice,Subscription,East,Basic,Low,Neutral,subscription_feature_launch,106.03,47033.19,147.9,540.71,49226.45,7.58,42.72,3.58,0.24,0.04,Subscription Feature Launch (+14%),91.04,1,1,2138,69.57,-0.59,0,1
2024-08-01,2024,8,3,Summer,Charlie,Subscription,West,Standard,Medium,Neutral,none,108.01,69029.04,207.52,848.52,87787.98,6.08,46.61,4.29,0.24,0.0,,103.46,3,2,8290,71.69,0.68,0,4
2018-12-01,2018,12,4,Winter,Bob,Subscription,West,Standard,Low,Negative,economic_downturn,102.28,42466.68,166.19,524.8,81334.03,6.4,38.38,3.1,0.24,-0.2,Economic Downturn (-20%),154.98,2,2,9097,71.13,0.99,0,4
2024-11-01,2024,11,4,Fall,Eve,Subscription,South,Premium,High,Neutral,none,110.89,59245.89,201.03,1000.0,172190.0,8.88,65.16,4.21,0.4,0.0,,172.19,5,3,9657,70.91,0.67,0,3
2017-06-01,2017,6,2,Summer,Alice,Buyout,North,Basic,Low,Neutral,none,105.31,60662.85,151.65,510.76,954483.98,7.03,32.87,3.74,0.25,0.0,,1868.74,1,1,5937,74.41,0.53,1,2
2019-07-01,2019,7,3,Summer,Bob,Subscription,North,Basic,Medium,Neutral,viral_marketing,102.52,68828.21,166.82,694.91,136326.9,4.74,52.87,3.06,0.27,0.07,Viral Marketing (+20%),196.18,2,1,4447,68.0,-2.22,0,2
2019-09-01,2019,9,3,Fall,Alice,Subscription,West,Standard,Low,Neutral,none,102.82,58970.47,152.13,532.59,73061.36,6.76,40.89,3.42,0.32,0.0,,137.18,1,2,2937,68.0,-0.5,0,4
2019-07-01,2019,7,3,Summer,Bob,Subscription,East,Standard,Medium,Neutral,viral_marketing,105.92,74807.95,186.7,735.42,141023.9,7.84,41.96,3.29,0.26,0.07,Viral Marketing (+20%),191.76,2,2,2701,71.03,0.9,0,1
2023-10-01,2023,10,4,Fall,David,Subscription,South,Basic,High,Positive,partnership_deal,106.12,74593.16,212.21,1032.01,176019.31,8.5,55.07,4.18,0.27,0.12,Partnership Deal (+18%),170.56,4,1,7100,77.8,1.81,0,3
2023-05-01,2023,5,2,Spring,David,Buyout,East,Standard,Medium,Neutral,enterprise_compliance_issue,113.15,70975.58,175.12,767.51,1432662.28,6.68,51.02,3.99,0.26,-0.05,Enterprise Compliance Issue (-14%),1866.64,4,2,9131,73.06,0.88,1,1
2016-05-01,2016,5,2,Spring,Bob,Subscription,East,Basic,Low,Neutral,product_recall,105.43,62481.84,140.79,422.53,82271.42,7.74,23.19,2.25,0.2,-0.08,Product Recall (-25%),194.71,2,1,5377,76.37,0.58,0,1
2021-11-01,2021,11,4,Fall,Charlie,Buyout,East,Standard,Medium,Neutral,buyout_premium_tier,106.8,55428.11,160.07,753.93,1130764.78,7.05,51.94,3.68,0.36,0.1,Buyout Premium Tier (+16%),1499.82,3,2,2764,75.22,0.09,1,1
2023-10-01,2023,10,4,Fall,Alice,Subscription,North,Basic,Medium,Positive,partnership_deal,106.3,62188.56,153.64,616.73,39631.32,7.34,50.54,4.07,0.37,0.12,Partnership Deal (+18%),64.26,1,1,2471,68.0,-0.45,0,2
2016-04-01,2016,4,2,Spring,Bob,Buyout,West,Standard,Low,Negative,product_recall,105.13,52601.03,180.02,565.99,703531.43,6.21,37.04,3.19,0.29,-0.17,Product Recall (-25%),1243.01,2,2,8179,71.95,1.52,1,4
2022-11-01,2022,11,4,Fall,Bob,Buyout,North,Standard,Medium,Neutral,none,107.86,52325.55,157.65,598.14,875886.59,7.12,45.41,3.49,0.29,0.0,,1464.34,2,2,7515,69.37,0.53,1,2
2016-12-01,2016,12,4,Winter,Charlie,Subscription,West,Standard,Medium,Neutral,award_recognition,98.37,42876.09,168.12,750.92,54629.31,7.83,41.07,3.39,0.37,0.06,Award Recognition (+12%),72.75,3,2,3011,68.89,-0.2,0,4
2021-10-01,2021,10,4,Fall,Bob,Subscription,South,Basic,Medium,Neutral,supply_shortage,106.2,53513.48,169.08,631.98,94367.61,7.29,54.79,3.98,0.15,-0.05,Supply Shortage (-18%),149.32,2,1,3801,68.0,0.3,0,3
2022-01-01,2022,1,1,Winter,Alice,Buyout,South,Standard,Medium,Positive,new_product_launch,112.04,58544.63,141.48,620.71,790280.51,7.71,54.07,4.26,0.41,0.2,New Product Launch (+15%),1273.18,1,2,5164,69.21,0.27,1,3
2022-08-01,2022,8,3,Summer,Eve,Subscription,East,Standard,High,Neutral,none,100.6,67890.74,226.21,1000.0,161930.0,7.36,54.93,4.84,0.27,0.0,,161.93,5,2,3813,73.44,0.42,0,1
2023-03-01,2023,3,1,Spring,Alice,Buyout,West,Standard,Low,Negative,enterprise_compliance_issue,116.95,70098.74,156.11,466.64,617747.39,6.48,46.22,3.82,0.17,-0.14,Enterprise Compliance Issue (-14%),1323.82,1,2,3240,73.93,0.75,1,4
2024-03-01,2024,3,1,Spring,Alice,Subscription,West,Standard,Medium,Neutral,none,117.02,66636.87,186.71,613.66,88882.06,8.3,42.61,3.5,0.26,0.0,,144.84,1,2,1725,73.05,-1.21,0,4
2020-05-01,2020,5,2,Spring,Charlie,Buyout,West,Basic,Low,Negative,pandemic_impact,113.38,72123.13,185.81,556.82,1016085.02,6.88,46.75,3.55,0.07,-0.26,Pandemic Impact (-35%),1824.8,3,1,5357,69.36,-1.19,1,4
2017-11-01,2017,11,4,Fall,Charlie,Subscription,East,Basic,Low,Neutral,competitor_launch,99.33,40800.81,157.58,577.61,74697.07,6.56,31.64,3.58,0.05,-0.1,Competitor Launch (-15%),129.32,3,1,2847,70.67,1.2,0,1
2020-05-01,2020,5,2,Spring,Alice,Subscription,East,Premium,Low,Negative,pandemic_impact,107.8,71024.67,150.16,368.57,18907.88,7.87,43.15,3.56,0.19,-0.26,Pandemic Impact (-35%),51.3,1,3,8589,68.94,-0.74,0,1
2024-02-01,2024,2,1,Winter,Alice,Buyout,South,Basic,Low,Neutral,none,118.85,73466.18,171.73,560.64,713394.2,6.88,50.67,3.81,0.23,0.0,,1272.47,1,1,8893,76.05,-0.22,1,3
2020-09-01,2020,9,3,Fall,Bob,Subscription,North,Basic,Medium,Negative,pandemic_impact,101.18,61540.74,203.05,680.04,91227.44,5.25,52.19,4.01,0.08,-0.1,Pandemic Impact (-35%),134.15,2,1,6035,73.91,0.41,0,2
2023-07-01,2023,7,3,Summer,Alice,Buyout,West,Basic,Low,Neutral,none,107.94,77857.82,178.49,583.06,1042814.69,6.72,41.8,4.37,0.27,0.0,,1788.52,1,1,4884,68.0,0.02,1,4
2021-02-01,2021,2,1,Winter,David,Buyout,West,Standard,Medium,Neutral,none,114.35,63955.86,195.22,820.97,896276.07,6.45,43.98,4.22,0.34,0.0,,1091.73,4,2,5646,72.84,0.15,1,4
2017-02-01,2017,2,1,Winter,Bob,Subscription,North,Basic,Medium,Neutral,subscription_platform_upgrade,105.25,43032.05,144.43,641.98,45439.11,6.3,35.27,2.22,0.3,0.1,Subscription Platform Upgrade (+10%),70.78,2,1,5047,68.77,-0.59,0,2
2023-02-01,2023,2,1,Winter,Eve,Buyout,West,Premium,High,Neutral,none,113.42,72277.72,216.7,1000.0,1310740.0,7.51,57.3,4.06,0.45,0.0,,1310.74,5,3,8776,73.14,1.68,1,4
2024-10-01,2024,10,4,Fall,Charlie,Buyout,East,Standard,Medium,Neutral,none,112.62,60246.42,180.56,742.88,874052.94,7.31,53.87,4.22,0.34,0.0,,1176.58,3,2,2494,74.26,0.7,1,1
2023-06-01,2023,6,2,Summer,David,Buyout,East,Basic,High,Neutral,none,113.16,83030.1,205.48,929.01,1137693.29,6.49,67.47,3.48,0.29,0.0,,1224.63,4,1,3113,68.0,0.04,1,1
2022-02-01,2022,2,1,Winter,Charlie,Buyout,West,Standard,Medium,Positive,new_product_launch,114.3,65594.89,189.9,857.5,1500504.92,7.25,39.85,2.9,0.45,0.11,New Product Launch (+15%),1749.85,3,2,2414,78.0,2.45,1,4
2017-08-01,2017,8,3,Summer,Charlie,Subscription,East,Premium,Low,Neutral,none,98.66,54221.75,146.14,589.44,40517.95,6.81,41.34,3.58,0.28,0.0,,68.74,3,3,7231,75.32,-0.62,0,1
2023-03-01,2023,3,1,Spring,Bob,Subscription,East,Basic,Medium,Neutral,none,118.01,74646.78,178.21,669.03,85876.64,6.5,54.67,3.51,0.23,0.0,,128.36,2,1,8116,69.67,0.51,0,1
2017-12-01,2017,12,4,Winter,Alice,Subscription,West,Basic,Low,Neutral,competitor_launch,104.95,47478.4,130.03,432.51,49885.24,5.6,28.07,2.77,0.16,-0.08,Competitor Launch (-15%),115.34,1,1,8247,71.87,0.19,0,4
2015-09-01,2015,9,3,Fall,Bob,Buyout,South,Premium,Medium,Neutral,none,93.49,58147.5,166.95,635.65,867154.17,9.66,30.35,3.29,0.45,0.0,,1364.19,2,3,1330,74.22,0.38,1,3
2020-05-01,2020,5,2,Spring,Bob,Subscription,North,Basic,Low,Negative,pandemic_impact,110.73,71773.61,166.56,455.01,59197.08,6.15,52.91,3.76,0.07,-0.26,Pandemic Impact (-35%),130.1,2,1,6636,68.0,0.3,0,2
2019-07-01,2019,7,3,Summer,Charlie,Buyout,East,Standard,Medium,Neutral,viral_marketing,102.49,66614.86,173.45,737.17,997087.27,7.35,39.63,4.17,0.35,0.07,Viral Marketing (+20%),1352.59,3,2,1432,73.24,2.77,1,1
2022-09-01,2022,9,3,Fall,Charlie,Subscription,South,Standard,Low,Negative,south_region_competition,105.12,62450.59,159.96,576.49,109250.66,8.08,47.5,4.05,0.27,-0.11,South Region Competition (-15%),189.51,3,2,6555,73.42,0.39,0,3
2022-08-01,2022,8,3,Summer,Charlie,Buyout,East,Basic,Medium,Neutral,none,106.49,61581.48,196.0,777.65,1414882.72,7.8,50.15,4.01,0.24,0.0,,1819.43,3,1,2614,74.67,0.47,1,1
2019-08-01,2019,8,3,Summer,Bob,Subscription,East,Standard,Medium,Neutral,none,101.66,61740.17,159.23,625.02,63883.79,6.31,43.06,3.91,0.29,0.0,,102.21,2,2,2645,69.2,-0.86,0,1
2020-05-01,2020,5,2,Spring,Eve,Subscription,North,Premium,Medium,Negative,pandemic_impact,111.47,69574.99,196.3,723.23,68815.09,8.79,54.45,3.82,0.21,-0.26,Pandemic Impact (-35%),95.15,5,3,6968,72.89,-0.42,0,2
2022-11-01,2022,11,4,Fall,David,Buyout,East,Standard,High,Neutral,none,108.97,58444.87,209.72,961.54,1243234.13,8.15,58.43,3.92,0.35,0.0,,1292.96,4,2,3463,74.89,0.5,1,1
2016-01-01,2016,1,1,Winter,Charlie,Buyout,North,Standard,Medium,Neutral,none,100.98,36420.96,167.66,739.88,1044104.82,7.57,40.71,3.09,0.44,0.0,,1411.18,3,2,2450,69.15,-0.29,1,2
2024-08-01,2024,8,3,Summer,Eve,Buyout,North,Standard,Medium,Neutral,none,106.45,73095.78,177.96,895.89,1303707.69,8.04,46.38,4.0,0.38,0.0,,1455.21,5,2,4464,73.92,0.66,1,2
2023-09-01,2023,9,3,Fall,Eve,Buyout,North,Basic,High,Positive,partnership_deal,106.26,70133.37,226.89,1149.45,2073144.58,6.69,58.78,4.04,0.37,0.15,Partnership Deal (+18%),1803.6,5,1,6019,69.13,-0.18,1,2
2019-08-01,2019,8,3,Summer,Charlie,Buyout,South,Basic,Medium,Neutral,none,105.33,67442.97,208.67,823.61,877181.49,6.4,47.8,3.41,0.22,0.0,,1065.05,3,1,2932,70.38,-0.65,1,3
2024-06-01,2024,6,2,Summer,David,Buyout,West,Standard,High,Neutral,none,111.8,71060.29,220.16,1000.0,1608400.0,7.21,61.42,3.49,0.45,0.0,,1608.4,4,2,7113,68.0,-1.67,1,4
2015-11-01,2015,11,4,Fall,David,Buyout,South,Basic,Medium,Neutral,none,97.08,44288.49,185.45,806.49,1199883.77,6.75,32.58,2.67,0.25,0.0,,1487.78,4,1,2392,68.0,1.3,1,3
2020-09-01,2020,9,3,Fall,Alice,Buyout,West,Premium,Low,Negative,pandemic_impact,101.43,59052.59,140.72,425.32,513369.94,8.35,38.39,3.46,0.35,-0.1,Pandemic Impact (-35%),1207.02,1,3,6659,74.51,-0.31,1,4
2016-07-01,2016,7,3,Summer,Eve,Buyout,West,Premium,High,Neutral,none,97.89,59313.58,196.71,955.13,1168517.02,7.69,35.64,2.88,0.45,0.0,,1223.41,5,3,2610,75.23,-0.22,1,4
2018-11-01,2018,11,4,Fall,Alice,Subscription,North,Basic,Low,Neutral,none,102.36,35988.47,117.06,351.63,39263.36,7.48,35.36,3.57,0.21,0.0,,111.66,1,1,9134,73.24,0.86,0,2
2020-08-01,2020,8,3,Summer,David,Buyout,East,Premium,Medium,Negative,pandemic_impact,105.97,73662.14,185.94,740.8,1163211.41,9.22,54.85,3.94,0.32,-0.13,Pandemic Impact (-35%),1570.2,4,3,6880,68.87,-0.6,1,1
2018-11-01,2018,11,4,Fall,Alice,Buyout,North,Standard,Low,Neutral,none,102.91,48806.13,132.38,455.8,474195.3,7.48,35.83,3.28,0.35,0.0,,1040.35,1,2,3503,74.35,1.66,1,2
2018-05-01,2018,5,2,Spring,David,Buyout,East,Standard,Medium,Neutral,buyout_discount_campaign,105.39,58081.54,177.06,865.99,1586091.64,6.32,37.97,2.81,0.37,0.09,Buyout Discount Campaign (+18%),1831.54,4,2,6681,72.71,0.44,1,1
2020-07-01,2020,7,3,Summer,Alice,Subscription,West,Standard,Low,Negative,pandemic_impact,110.51,72637.55,170.57,510.33,44368.49,7.22,46.1,4.51,0.22,-0.17,Pandemic Impact (-35%),86.94,1,2,5369,73.53,1.2,0,4
2016-06-01,2016,6,2,Summer,David,Subscription,North,Basic,Medium,Neutral,none,101.66,64053.82,184.57,776.32,115221.15,6.63,32.77,2.92,0.18,0.0,,148.42,4,1,6538,73.24,0.92,0,2
2023-09-01,2023,9,3,Fall,David,Subscription,East,Standard,High,Positive,partnership_deal,105.85,73281.83,191.31,967.78,193139.7,7.24,51.67,3.86,0.36,0.15,Partnership Deal (+18%),199.57,4,2,9061,70.03,0.79,0,1
2021-03-01,2021,3,1,Spring,Eve,Buyout,South,Premium,High,Neutral,none,116.82,63816.39,196.69,955.43,1005487.85,8.68,49.27,2.67,0.45,0.0,,1052.39,5,3,7935,72.29,-0.47,1,3
2019-01-01,2019,1,1,Winter,Eve,Subscription,East,Standard,Medium,Negative,east_region_disruption,107.56,50912.1,213.22,670.92,97927.46,8.58,42.43,3.46,0.12,-0.33,East Region Disruption (-18%),145.96,5,2,4505,70.9,-1.06,0,1
2022-04-01,2022,4,2,Spring,Eve,Buyout,North,Standard,High,Neutral,new_product_launch,118.16,69417.15,237.99,1045.0,1347788.75,6.37,49.25,4.17,0.43,0.04,New Product Launch (+15%),1289.75,5,2,2093,72.4,0.97,1,2
2024-10-01,2024,10,4,Fall,Eve,Buyout,South,Standard,High,Neutral,none,107.43,67475.46,197.22,967.78,1226344.22,7.81,65.1,4.09,0.4,0.0,,1267.17,5,2,6281,74.27,-1.55,1,3
2016-12-01,2016,12,4,Winter,David,Subscription,East,Standard,Medium,Neutral,award_recognition,104.36,38954.56,176.2,855.07,168808.76,9.3,29.66,2.96,0.37,0.06,Award Recognition (+12%),197.42,4,2,1664,70.19,-1.28,0,1
2022-02-01,2022,2,1,Winter,Charlie,Buyout,East,Basic,Medium,Positive,new_product_launch,115.23,57581.49,163.45,716.75,789048.24,6.21,45.38,3.55,0.29,0.11,New Product Launch (+15%),1100.87,3,1,7368,74.21,-0.24,1,1
2019-10-01,2019,10,4,Fall,Bob,Subscription,East,Basic,Medium,Neutral,none,104.25,53511.41,174.32,644.93,98249.24,6.45,39.82,3.78,0.19,0.0,,152.34,2,1,1812,72.16,-0.27,0,1
2023-08-01,2023,8,3,Summer,Alice,Buyout,East,Standard,Medium,Positive,partnership_deal,111.47,67165.36,156.59,615.15,1101680.04,6.74,54.44,3.06,0.38,0.18,Partnership Deal (+18%),1790.91,1,2,3048,71.57,-1.23,1,1
2016-07-01,2016,7,3,Summer,Eve,Subscription,East,Standard,High,Neutral,none,96.73,68017.87,193.75,936.06,102049.69,8.39,42.19,3.51,0.28,0.0,,109.02,5,2,9249,71.59,-0.18,0,1
2017-06-01,2017,6,2,Summer,Alice,Subscription,South,Standard,Medium,Neutral,none,105.55,74746.64,199.82,660.34,75490.44,5.78,35.8,3.95,0.26,0.0,,114.32,1,2,8384,74.23,-0.11,0,3
2024-03-01,2024,3,1,Spring,Eve,Subscription,West,Basic,Medium,Neutral,none,115.68,68868.49,184.75,875.99,168917.01,6.09,51.81,3.62,0.26,0.0,,192.83,5,1,1474,71.47,-0.37,0,4
2017-03-01,2017,3,1,Spring,Eve,Subscription,South,Basic,Medium,Neutral,subscription_platform_upgrade,105.91,48248.15,151.81,779.53,49281.71,8.31,45.33,2.86,0.28,0.05,Subscription Platform Upgrade (+10%),63.22,5,1,5837,71.67,0.18,0,3
2022-08-01,2022,8,3,Summer,David,Buyout,South,Standard,Medium,Negative,south_region_competition,104.56,71595.57,208.3,802.21,1522283.59,7.59,51.01,4.28,0.24,-0.15,South Region Competition (-15%),1897.61,4,2,8841,76.83,-2.34,1,3
2020-05-01,2020,5,2,Spring,Alice,Subscription,South,Basic,Low,Negative,pandemic_impact,111.01,68451.2,159.25,428.61,61577.95,5.17,44.63,3.62,0.05,-0.26,Pandemic Impact (-35%),143.67,1,1,6449,74.5,0.88,0,3
2018-02-01,2018,2,1,Winter,Charlie,Buyout,West,Standard,Medium,Neutral,competitor_launch,108.9,58652.64,167.23,684.84,1114457.86,7.39,38.85,3.11,0.36,-0.04,Competitor Launch (-15%),1627.33,3,2,1183,75.56,1.77,1,4
2020-06-01,2020,6,2,Summer,Bob,Subscription,North,Premium,Medium,Negative,pandemic_impact,107.17,67497.41,214.97,681.59,106409.69,6.28,51.03,3.81,0.23,-0.22,Pandemic Impact (-35%),156.12,2,3,5118,76.92,-0.18,0,2
2015-02-01,2015,2,1,Winter,David,Subscription,West,Premium,Medium,Neutral,none,104.62,48647.09,189.87,878.21,61351.43,8.88,45.42,3.07,0.43,0.0,,69.86,4,3,8627,72.76,0.08,0,4
2023-01-01,2023,1,1,Winter,Charlie,Subscription,South,Standard,Medium,Neutral,none,115.68,61046.23,177.96,792.25,47075.23,7.54,55.37,3.18,0.33,0.0,,59.42,3,2,4922,78.0,-0.3,0,3
2023-02-01,2023,2,1,Winter,Alice,Subscription,East,Standard,Low,Neutral,none,117.67,61152.02,148.3,541.39,102745.56,6.45,46.18,3.08,0.33,0.0,,189.78,1,2,7826,73.46,0.51,0,1
2016-10-01,2016,10,4,Fall,Charlie,Subscription,East,Premium,Medium,Neutral,none,99.36,48071.89,175.14,750.38,86586.29,7.54,45.39,2.84,0.36,0.0,,115.39,3,3,4359,68.04,0.84,0,1
2015-09-01,2015,9,3,Fall,Eve,Subscription,South,Standard,Medium,Neutral,none,98.64,54120.68,167.3,816.66,106672.16,7.7,44.23,2.69,0.31,0.0,,130.62,5,2,4905,70.43,-1.14,0,3
2020-11-01,2020,11,4,Fall,Eve,Buyout,East,Standard,High,Neutral,none,104.96,52765.44,184.47,908.5,1208127.61,7.02,53.87,3.97,0.34,0.0,,1329.8,5,2,1476,68.0,-0.48,1,1
2024-05-01,2024,5,2,Spring,Bob,Subscription,South,Standard,Medium,Neutral,none,114.96,80138.24,183.55,709.31,132051.6,8.15,53.6,4.08,0.26,0.0,,186.17,2,2,8869,75.5,-0.89,0,3
2017-08-01,2017,8,3,Summer,Alice,Subscription,East,Standard,Low,Neutral,none,99.9,54615.47,156.89,505.55,42739.51,8.02,30.26,3.64,0.24,0.0,,84.54,1,2,8544,72.66,1.38,0,1
2017-09-01,2017,9,3,Fall,Alice,Buyout,West,Premium,Low,Neutral,competitor_launch,95.71,58863.32,154.95,526.85,535629.08,7.18,22.71,4.16,0.32,-0.08,Competitor Launch (-15%),1016.67,1,3,5518,70.52,-0.0,1,4
2023-02-01,2023,2,1,Winter,Eve,Subscription,North,Standard,High,Neutral,none,114.97,69217.28,194.98,917.9,164422.86,7.61,55.42,3.42,0.26,0.0,,179.13,5,2,4540,72.54,-0.3,0,2
2017-01-01,2017,1,1,Winter,Charlie,Subscription,North,Standard,Medium,Neutral,none,107.5,44786.7,179.64,764.72,94657.13,6.47,43.16,2.77,0.29,0.0,,123.78,3,2,3561,71.45,0.65,0,2
2018-12-01,2018,12,4,Winter,David,Buyout,West,Standard,Low,Negative,economic_downturn,104.25,46228.91,152.21,573.77,1018000.03,7.62,35.79,3.35,0.26,-0.2,Economic Downturn (-20%),1774.24,4,2,7648,69.39,-0.38,1,4
2018-11-01,2018,11,4,Fall,Eve,Subscription,West,Premium,High,Neutral,none,99.58,54327.57,189.29,973.36,183243.97,8.74,47.54,3.91,0.42,0.0,,188.26,5,3,3193,78.0,-0.64,0,4
2023-05-01,2023,5,2,Spring,Eve,Buyout,South,Standard,High,Neutral,enterprise_compliance_issue,111.52,71296.48,199.27,905.33,1584479.08,8.74,51.88,3.41,0.35,-0.05,Enterprise Compliance Issue (-14%),1750.17,5,2,3118,72.45,-1.58,1,3
2022-10-01,2022,10,4,Fall,Charlie,Buyout,South,Premium,Medium,Neutral,south_region_competition,106.27,63274.9,195.8,740.21,1349526.85,7.15,51.36,4.74,0.34,-0.07,South Region Competition (-15%),1823.16,3,3,4227,72.26,1.27,1,3
2020-12-01,2020,12,4,Winter,Charlie,Subscription,South,Standard,Medium,Neutral,subscription_feature_launch,109.78,49163.69,162.45,764.29,94833.05,6.16,42.2,3.47,0.33,0.07,Subscription Feature Launch (+14%),124.08,3,2,2453,71.71,0.4,0,3
2018-01-01,2018,1,1,Winter,David,Subscription,East,Basic,Medium,Neutral,competitor_launch,109.26,58081.55,193.03,781.68,127078.51,6.23,38.0,3.36,0.25,-0.05,Competitor Launch (-15%),162.57,4,1,1097,68.5,-0.46,0,1
2019-07-01,2019,7,3,Summer,Charlie,Subscription,South,Premium,Medium,Neutral,viral_marketing,103.72,67721.84,189.17,820.49,133017.91,8.44,44.1,3.62,0.44,0.07,Viral Marketing (+20%),162.12,3,3,6850,68.0,2.28,0,3
2017-01-01,2017,1,1,Winter,David,Buyout,West,Standard,Medium,Neutral,none,109.52,53545.2,155.31,724.07,1066876.89,7.82,32.6,2.89,0.26,0.0,,1473.45,4,2,1018,75.79,0.59,1,4
2018-03-01,2018,3,1,Spring,Charlie,Subscription,North,Premium,Medium,Neutral,none,109.29,54051.44,172.26,740.69,92475.72,8.81,45.62,3.36,0.34,0.0,,124.85,3,3,5123,70.61,-0.73,0,2
2015-10-01,2015,10,4,Fall,Bob,Buyout,East,Standard,Low,Neutral,none,95.39,37835.9,124.13,493.61,664995.51,7.55,29.97,1.87,0.35,0.0,,1347.2,2,2,5855,68.0,1.91,1,1
2020-02-01,2020,2,1,Winter,David,Subscription,South,Standard,Medium,Neutral,none,106.7,55167.75,189.4,866.41,50217.31,8.86,41.61,3.1,0.38,0.0,,57.96,4,2,1289,68.0,-0.16,0,3
2017-02-01,2017,2,1,Winter,Alice,Subscription,East,Standard,Low,Neutral,subscription_platform_upgrade,106.44,51600.5,140.33,563.38,100620.35,5.9,32.19,3.26,0.36,0.1,Subscription Platform Upgrade (+10%),178.6,1,2,1516,73.79,-0.36,0,1
2017-03-01,2017,3,1,Spring,Eve,Buyout,East,Standard,High,Neutral,none,109.7,53387.15,210.51,1000.0,1876910.0,5.71,46.95,2.32,0.34,0.0,,1876.91,5,2,4300,74.08,-0.04,1,1
