Date,Salesperson,SaleType,Price,Discontinued
2020-02,Eve,Buyout,1650.37,N/A
2023-09,Alice,Buyout,1500.53,N/A
2018-11,Bob,Subscription,104.0,False
2017-04,Alice,Buyout,1615.83,N/A
2024-02,Charlie,Buyout,1448.64,N/A
2023-10,Alice,Buyout,1324.57,N/A
2022-10,Charlie,Buyout,1510.45,N/A
2020-02,Bob,Subscription,93.06,False
2015-02,David,Buyout,1811.06,N/A
2015-12,David,Subscription,170.89,False
2024-04,Bob,Buyout,1178.88,N/A
2022-01,Alice,Buyout,1640.03,N/A
2017-12,Bob,Buyout,1636.37,N/A
2019-08,Bob,Buyout,1739.08,N/A
2018-05,Bob,Buyout,1319.94,N/A
2022-05,David,Buyout,1010.24,N/A
2021-04,Alice,Buyout,1163.9,N/A
2022-05,Charlie,Buyout,1074.0,N/A
2024-06,Alice,Buyout,1347.44,N/A
2015-01,Alice,Buyout,1832.1,N/A
2024-12,Bob,Subscription,63.8,False
2018-11,David,Subscription,178.58,True
2023-11,David,Subscription,111.49,True
2016-05,David,Subscription,165.18,False
2021-01,Bob,Buyout,1252.95,N/A
2019-12,Alice,Buyout,1040.48,N/A
2016-09,Eve,Subscription,54.21,False
2018-12,David,Buyout,1957.58,N/A
2018-12,Bob,Buyout,1192.3,N/A
2020-10,David,Subscription,138.36,False
2017-12,Charlie,Buyout,1161.59,N/A
2015-11,Eve,Subscription,132.07,True
2024-01,Eve,Buyout,1030.89,N/A
2015-05,David,Buyout,1282.94,N/A
2021-11,Bob,Subscription,88.14,False
2022-10,Charlie,Buyout,1587.69,N/A
2018-10,Eve,Subscription,115.19,True
2018-03,Eve,Subscription,80.41,False
2019-07,Alice,Buyout,1558.26,N/A
2022-03,David,Buyout,1117.73,N/A
2021-03,David,Buyout,1979.68,N/A
2024-05,Eve,Subscription,51.72,True
2022-10,Bob,Buyout,1698.63,N/A
2023-12,Charlie,Buyout,1714.84,N/A
2015-09,David,Subscription,95.77,True
2022-07,Charlie,Subscription,82.99,True
2022-07,Charlie,Buyout,1666.08,N/A
2021-10,Charlie,Buyout,1321.49,N/A
2017-04,Alice,Subscription,89.7,False
2018-07,Eve,Subscription,104.11,False
2015-08,Bob,Buyout,1834.66,N/A
2016-01,Charlie,Subscription,119.99,True
2016-07,Alice,Subscription,171.89,True
2019-03,Bob,Buyout,1929.37,N/A
2018-09,Eve,Buyout,1610.37,N/A
2024-04,Alice,Buyout,1410.67,N/A
2019-01,Eve,Buyout,1794.14,N/A
2023-09,Eve,Buyout,1394.95,N/A
2017-08,Alice,Subscription,192.63,False
2018-07,Eve,Subscription,184.63,True
2020-07,Charlie,Subscription,101.84,True
2024-06,Bob,Buyout,1865.57,N/A
2019-11,Charlie,Buyout,1053.46,N/A
2017-06,David,Buyout,1989.08,N/A
2015-02,Alice,Buyout,1016.71,N/A
2023-07,Charlie,Subscription,85.67,True
2023-08,Bob,Subscription,91.03,True
2023-09,Eve,Subscription,119.03,False
2020-02,Eve,Subscription,111.77,False
2018-11,Bob,Buyout,1147.38,N/A
2019-05,David,Subscription,98.19,True
2019-11,Alice,Subscription,52.37,False
2016-09,Alice,Subscription,94.66,False
2020-03,Charlie,Buyout,1195.74,N/A
2019-10,Bob,Buyout,1488.6,N/A
2022-01,Alice,Subscription,137.6,True
2020-03,Alice,Subscription,117.5,True
2023-12,David,Buyout,1789.08,N/A
2024-05,David,Subscription,81.4,True
2015-04,Eve,Buyout,1783.67,N/A
2017-10,David,Buyout,1584.7,N/A
2016-02,Charlie,Subscription,69.69,True
2018-07,David,Buyout,1458.71,N/A
2024-03,Alice,Subscription,131.32,False
2020-06,Eve,Subscription,107.75,False
2015-03,Charlie,Buyout,1954.16,N/A
2018-11,Charlie,Buyout,1779.96,N/A
2016-11,David,Subscription,61.01,False
2015-01,Eve,Buyout,1025.5,N/A
2023-02,Charlie,Subscription,104.68,False
2023-09,Bob,Subscription,93.17,True
2018-08,Eve,Subscription,135.52,False
2023-05,Eve,Subscription,135.64,False
2015-08,Bob,Subscription,119.43,False
2023-02,Bob,Buyout,1608.3,N/A
2017-10,Charlie,Buyout,1428.24,N/A
2024-02,David,Buyout,1207.13,N/A
2021-01,Eve,Buyout,1158.83,N/A
2023-01,Bob,Buyout,1693.89,N/A
2018-04,Eve,Buyout,1331.87,N/A
2023-05,Charlie,Subscription,167.14,False
2015-10,Bob,Buyout,1899.86,N/A
2023-05,Alice,Buyout,1029.95,N/A
2023-06,Charlie,Subscription,52.0,True
2019-01,Charlie,Buyout,1780.87,N/A
2022-07,Eve,Buyout,1781.89,N/A
2017-06,Alice,Buyout,1372.09,N/A
2015-11,Bob,Buyout,1222.95,N/A
2024-02,David,Buyout,1999.51,N/A
2021-08,Charlie,Buyout,1450.53,N/A
2022-01,Alice,Buyout,1603.89,N/A
2023-08,Bob,Subscription,51.72,True
2024-10,David,Subscription,71.76,False
2022-01,Alice,Buyout,1670.93,N/A
2019-06,Alice,Subscription,52.73,True
2023-02,David,Buyout,1601.65,N/A
2015-11,Bob,Subscription,79.09,False
2017-12,Charlie,Subscription,190.37,True
2024-05,Eve,Buyout,1091.28,N/A
2020-04,Alice,Subscription,134.97,True
2024-02,Charlie,Subscription,198.84,False
2024-01,David,Buyout,1157.88,N/A
2020-05,Alice,Buyout,1394.78,N/A
2022-07,Alice,Buyout,1388.66,N/A
2019-02,Eve,Subscription,179.73,True
2020-05,David,Buyout,1205.0,N/A
2024-08,Alice,Subscription,94.43,True
2022-03,Charlie,Buyout,1851.44,N/A
2024-06,David,Buyout,1124.08,N/A
2024-10,Alice,Buyout,1723.45,N/A
2024-12,Alice,Buyout,1198.08,N/A
2022-10,Charlie,Subscription,167.73,True
2021-12,Eve,Buyout,1250.04,N/A
2022-10,Bob,Buyout,1478.0,N/A
2018-04,Eve,Subscription,165.11,False
2023-10,David,Buyout,1037.37,N/A
2018-06,Eve,Buyout,1292.3,N/A
2022-03,David,Buyout,1122.17,N/A
2020-04,Alice,Subscription,74.19,False
2015-05,Eve,Buyout,1553.59,N/A
2023-04,Bob,Buyout,1798.42,N/A
2018-05,Eve,Buyout,1058.05,N/A
2018-02,Alice,Buyout,1173.41,N/A
2016-08,David,Subscription,188.21,True
2018-08,Bob,Subscription,73.01,True
2023-11,David,Buyout,1917.76,N/A
2022-01,Charlie,Subscription,192.68,False
2021-06,Bob,Buyout,1489.3,N/A
2022-10,Alice,Buyout,1706.67,N/A
2022-10,Alice,Buyout,1525.45,N/A
2023-04,Alice,Buyout,1455.28,N/A
2020-08,David,Subscription,199.91,True
2020-06,Alice,Subscription,119.24,False
2015-06,Bob,Subscription,179.41,False
2018-11,Bob,Buyout,1416.86,N/A
2015-09,Alice,Buyout,1780.63,N/A
2022-10,Alice,Buyout,1604.1,N/A
2021-09,David,Buyout,1288.04,N/A
2018-02,Bob,Subscription,122.56,False
2019-03,Eve,Buyout,1222.3,N/A
2018-11,Bob,Subscription,199.89,True
2024-05,Charlie,Buyout,1806.66,N/A
2022-12,Alice,Subscription,194.53,True
2017-06,Charlie,Subscription,190.96,True
2020-12,Charlie,Subscription,129.76,True
2018-11,Alice,Buyout,1099.89,N/A
2020-11,Charlie,Subscription,190.54,False
2019-11,Alice,Buyout,1902.51,N/A
2019-03,Eve,Subscription,190.96,True
2017-12,Eve,Subscription,195.36,False
2023-09,Bob,Subscription,66.55,False
2015-05,Eve,Subscription,124.85,True
2017-12,Alice,Subscription,134.74,False
2017-02,David,Subscription,172.12,False
2017-12,Charlie,Buyout,1423.02,N/A
2023-07,David,Buyout,1293.03,N/A
2018-08,Charlie,Subscription,153.68,True
2022-08,Eve,Subscription,192.67,True
2022-03,Bob,Subscription,101.58,True
2024-09,Alice,Subscription,59.31,False
2021-07,Charlie,Buyout,1595.55,N/A
2018-12,Charlie,Buyout,1832.32,N/A
2021-12,Alice,Subscription,161.09,False
2022-10,Bob,Subscription,169.19,False
2022-04,David,Subscription,116.92,False
2016-07,Bob,Subscription,63.12,False
2023-12,Charlie,Buyout,1280.17,N/A
2018-06,Eve,Subscription,83.04,False
2015-02,Alice,Buyout,1593.21,N/A
2020-04,Charlie,Buyout,1243.72,N/A
2021-11,Alice,Buyout,1931.53,N/A
2021-11,David,Subscription,136.34,True
2024-01,Alice,Buyout,1536.9,N/A
2016-10,Alice,Subscription,171.71,True
2024-09,Alice,Subscription,128.91,True
2023-03,David,Subscription,169.02,True
2018-10,Alice,Subscription,190.69,False
2022-02,Bob,Subscription,194.64,True
2023-05,Eve,Buyout,1576.7,N/A
2015-07,Bob,Subscription,187.06,False
2023-10,Eve,Subscription,106.66,False
2017-08,Alice,Buyout,1988.09,N/A
2016-09,Bob,Buyout,1974.48,N/A
2024-06,Alice,Buyout,1481.94,N/A
2018-09,David,Subscription,173.07,True
2019-05,Charlie,Subscription,57.26,False
2020-02,Charlie,Subscription,89.22,True
2017-09,Bob,Subscription,51.53,False
2015-09,Alice,Subscription,158.13,True
2023-01,David,Buyout,1732.26,N/A
2023-02,Bob,Buyout,1086.07,N/A
2016-07,David,Buyout,1244.19,N/A
2020-08,Bob,Subscription,81.65,False
2019-12,Alice,Subscription,125.55,False
2015-02,Bob,Buyout,1522.58,N/A
2020-10,Bob,Buyout,1642.54,N/A
2015-08,Eve,Subscription,107.11,False
2022-08,Eve,Subscription,132.21,False
2015-05,Eve,Subscription,135.43,False
2015-03,David,Buyout,1956.44,N/A
2021-12,David,Buyout,1908.62,N/A
2015-09,Alice,Subscription,139.29,False
2015-01,Alice,Subscription,192.24,False
2023-02,Bob,Buyout,1869.66,N/A
2022-07,Charlie,Buyout,1212.21,N/A
2022-11,Alice,Subscription,70.62,False
2021-01,Alice,Buyout,1805.8,N/A
2020-03,Bob,Buyout,1692.31,N/A
2020-05,Bob,Buyout,1381.67,N/A
2024-03,David,Buyout,1481.31,N/A
2024-01,Charlie,Subscription,148.34,False
2015-06,Charlie,Subscription,115.7,True
2020-07,Eve,Subscription,126.95,True
2016-06,Alice,Subscription,78.71,True
2021-12,David,Buyout,1033.95,N/A
2015-06,David,Subscription,87.4,True
2016-10,Alice,Subscription,154.84,True
2019-07,Bob,Buyout,1530.7,N/A
2018-02,Alice,Buyout,1655.34,N/A
2019-08,David,Buyout,1299.26,N/A
2019-11,Eve,Subscription,144.1,True
2023-07,Alice,Buyout,1506.84,N/A
2016-11,Bob,Subscription,69.76,False
2023-01,Bob,Buyout,1361.96,N/A
2020-07,Alice,Buyout,1855.48,N/A
2018-09,Bob,Subscription,60.6,True
2015-12,Alice,Buyout,1396.6,N/A
2016-11,David,Subscription,164.96,True
2019-09,Alice,Buyout,1808.49,N/A
2019-05,Bob,Buyout,1433.22,N/A
2016-09,Alice,Buyout,1030.89,N/A
2015-10,Alice,Subscription,81.74,False
2018-11,Alice,Buyout,1304.73,N/A
2019-04,Bob,Subscription,157.72,True
2016-04,Charlie,Buyout,1871.02,N/A
2021-04,Bob,Subscription,78.56,True
2022-12,Eve,Subscription,125.72,False
2017-10,Bob,Subscription,94.87,False
2018-04,Eve,Subscription,140.01,False
2016-01,Charlie,Buyout,1775.51,N/A
2015-06,Bob,Subscription,55.76,True
2023-09,Eve,Subscription,66.97,False
2019-02,Charlie,Buyout,1489.84,N/A
2024-11,David,Buyout,1955.24,N/A
2020-11,David,Buyout,1092.84,N/A
2019-09,Eve,Buyout,1234.15,N/A
2024-08,Bob,Buyout,1709.86,N/A
2021-10,Eve,Buyout,1807.93,N/A
2018-02,Bob,Buyout,1392.11,N/A
2019-08,David,Buyout,1600.45,N/A
2015-07,Bob,Buyout,1170.25,N/A
2016-08,Bob,Subscription,83.54,False
2016-02,Charlie,Buyout,1258.13,N/A
2019-10,Eve,Buyout,1869.28,N/A
2019-10,Bob,Subscription,82.07,False
2024-05,Bob,Buyout,1651.7,N/A
2020-02,David,Buyout,1642.97,N/A
2017-01,Alice,Buyout,1712.93,N/A
2024-02,Alice,Buyout,1455.14,N/A
2017-05,Alice,Subscription,92.38,False
2017-04,Alice,Buyout,1808.0,N/A
2021-04,Alice,Buyout,1985.91,N/A
2020-02,Charlie,Subscription,100.01,False
2018-04,Alice,Buyout,1368.03,N/A
2024-09,Alice,Buyout,1570.34,N/A
2020-09,Charlie,Subscription,109.44,True
2020-06,Eve,Buyout,1221.42,N/A
2022-01,Eve,Buyout,1769.44,N/A
2017-09,Bob,Buyout,1240.89,N/A
2020-10,Charlie,Buyout,1898.59,N/A
2016-05,Alice,Subscription,127.62,True
2018-01,Bob,Subscription,127.31,False
2021-09,David,Subscription,115.39,True
2015-12,Bob,Buyout,1329.9,N/A
2018-09,Charlie,Subscription,102.86,False
2016-12,Eve,Subscription,196.73,False
2022-05,Bob,Buyout,1709.77,N/A
2015-11,Bob,Buyout,1429.88,N/A
2022-12,Bob,Buyout,1266.93,N/A
2015-12,Alice,Subscription,154.97,False
2021-06,Charlie,Subscription,90.98,False
2016-12,Eve,Subscription,140.77,False
2023-04,Bob,Buyout,1226.81,N/A
2022-10,David,Buyout,1312.44,N/A
2017-03,Eve,Subscription,102.34,True
2017-10,Bob,Subscription,69.55,False
2024-06,Alice,Buyout,1449.64,N/A
2018-09,Alice,Buyout,1780.89,N/A
2022-06,Eve,Subscription,151.25,True
2024-02,Eve,Subscription,137.13,False
2020-12,Charlie,Buyout,1193.67,N/A
2024-11,Alice,Buyout,1749.6,N/A
2019-10,Alice,Buyout,1256.17,N/A
2018-12,Charlie,Buyout,1116.72,N/A
2020-09,David,Subscription,191.75,False
2018-11,Eve,Subscription,144.39,False
2016-01,Eve,Subscription,83.11,True
2023-03,Bob,Buyout,1388.13,N/A
2021-12,Bob,Subscription,58.31,False
2015-05,Alice,Buyout,1725.61,N/A
2017-06,Eve,Subscription,170.2,False
2020-04,Alice,Subscription,56.98,True
2015-03,Charlie,Subscription,137.8,False
2024-05,Charlie,Buyout,1219.36,N/A
2018-01,Alice,Subscription,82.02,True
2019-10,David,Buyout,1980.15,N/A
2023-11,Eve,Subscription,129.94,False
2018-01,Bob,Buyout,1862.45,N/A
2015-06,David,Buyout,1178.39,N/A
2021-12,David,Buyout,1807.21,N/A
2020-05,Eve,Subscription,98.74,True
2021-08,David,Buyout,1455.09,N/A
2020-11,David,Subscription,105.99,False
2016-06,Charlie,Subscription,155.85,False
2017-06,David,Buyout,1593.49,N/A
2019-01,Charlie,Buyout,1309.75,N/A
2024-08,David,Subscription,159.05,False
2020-11,Charlie,Subscription,103.69,True
2021-01,Bob,Subscription,86.14,False
2024-10,David,Subscription,170.43,False
2022-06,Eve,Buyout,1420.71,N/A
2015-04,Alice,Buyout,1826.13,N/A
2021-04,Bob,Buyout,1848.47,N/A
2022-08,David,Subscription,107.63,True
2022-06,Eve,Buyout,1094.01,N/A
2019-10,Eve,Subscription,127.18,False
2020-06,Alice,Subscription,175.13,True
2022-07,Charlie,Subscription,184.23,True
2019-01,Alice,Buyout,1923.56,N/A
2023-12,Alice,Buyout,1494.47,N/A
2019-12,Bob,Subscription,178.6,True
2015-02,Bob,Buyout,1309.67,N/A
2016-10,Eve,Buyout,1864.87,N/A
2023-06,Charlie,Buyout,1401.68,N/A
2020-11,Eve,Subscription,169.93,False
2017-10,Bob,Subscription,69.81,False
2022-01,Bob,Subscription,77.77,True
2017-04,Eve,Subscription,173.87,True
2022-12,Charlie,Subscription,177.74,True
2021-10,Alice,Subscription,174.25,True
2020-05,Bob,Buyout,1878.05,N/A
2021-11,David,Subscription,168.73,False
2020-01,Alice,Buyout,1801.85,N/A
2015-06,Alice,Buyout,1393.24,N/A
2017-01,Charlie,Buyout,1896.97,N/A
2018-12,Bob,Buyout,1179.21,N/A
2023-02,Bob,Buyout,1685.82,N/A
2023-01,Alice,Subscription,110.27,False
2024-02,Bob,Buyout,1889.96,N/A
2021-05,Bob,Subscription,73.36,False
2016-11,Bob,Subscription,76.78,False
2024-02,Bob,Buyout,1214.88,N/A
2016-03,Charlie,Subscription,81.85,True
2018-06,Alice,Subscription,163.48,True
2015-07,Eve,Buyout,1145.28,N/A
2019-10,Bob,Subscription,84.6,True
2021-05,Eve,Buyout,1239.29,N/A
2017-02,Alice,Buyout,1648.47,N/A
2015-10,Charlie,Buyout,1404.56,N/A
2021-07,David,Subscription,70.9,True
2020-01,Charlie,Buyout,1057.49,N/A
2016-09,Charlie,Subscription,56.52,False
2020-11,David,Buyout,1131.85,N/A
2016-01,Alice,Subscription,84.98,False
2021-10,David,Buyout,1844.17,N/A
2020-10,David,Subscription,82.31,True
2016-02,Bob,Subscription,119.68,False
2016-08,Bob,Buyout,1859.56,N/A
2016-10,Charlie,Subscription,162.96,True
2015-11,Bob,Buyout,1663.68,N/A
2023-08,Charlie,Subscription,123.32,True
2020-01,Eve,Buyout,1717.35,N/A
2020-09,Eve,Subscription,194.48,True
2023-01,Bob,Buyout,1087.65,N/A
2017-12,Charlie,Buyout,1982.4,N/A
2023-06,Eve,Subscription,173.03,True
2016-11,Eve,Subscription,110.1,False
2024-10,David,Subscription,86.45,False
2018-11,Eve,Subscription,109.25,True
2023-03,Charlie,Buyout,1131.47,N/A
2023-06,Alice,Subscription,96.49,False
2022-02,David,Subscription,72.41,True
2017-07,Alice,Subscription,54.21,True
2021-12,Bob,Subscription,72.36,True
2015-10,David,Subscription,165.06,True
2021-08,Bob,Buyout,1766.85,N/A
2017-11,Bob,Subscription,167.19,False
2024-03,Alice,Buyout,1484.25,N/A
2023-11,Charlie,Subscription,51.53,True
2020-01,Charlie,Buyout,1015.55,N/A
2019-08,Alice,Subscription,190.27,True
2019-06,Charlie,Buyout,1809.01,N/A
2021-04,Bob,Subscription,180.75,True
2024-05,Bob,Buyout,1336.18,N/A
2021-03,David,Buyout,1170.84,N/A
2018-11,Charlie,Buyout,1447.23,N/A
2022-05,Alice,Subscription,165.66,False
2022-01,Charlie,Buyout,1167.69,N/A
2019-03,David,Subscription,89.79,False
2021-05,Charlie,Subscription,51.73,True
2019-02,Alice,Buyout,1843.78,N/A
2018-07,Bob,Buyout,1657.94,N/A
2024-05,Alice,Subscription,85.78,True
2021-05,Bob,Subscription,97.33,False
2019-04,Alice,Buyout,1547.09,N/A
2016-05,Charlie,Buyout,1044.65,N/A
2020-06,Alice,Buyout,1759.77,N/A
2023-11,Alice,Buyout,1994.87,N/A
2020-07,Alice,Buyout,1615.92,N/A
2020-05,Eve,Buyout,1665.6,N/A
2015-01,Eve,Buyout,1374.82,N/A
2016-01,Bob,Buyout,1839.18,N/A
2021-07,Bob,Subscription,127.51,True
2024-03,David,Subscription,189.5,False
2017-09,Eve,Buyout,1481.47,N/A
2021-08,Bob,Subscription,176.82,False
2024-11,David,Buyout,1398.79,N/A
2022-08,Eve,Subscription,117.41,True
2018-07,Eve,Buyout,1991.72,N/A
2023-07,Eve,Subscription,116.18,False
2016-03,Charlie,Buyout,1151.61,N/A
2021-03,Alice,Subscription,126.35,False
2024-04,Alice,Buyout,1382.29,N/A
2018-10,Charlie,Buyout,1631.56,N/A
2022-10,Charlie,Subscription,174.46,False
2022-03,Bob,Buyout,1844.34,N/A
2019-03,David,Subscription,171.94,True
2024-04,Bob,Subscription,188.78,True
2020-05,Eve,Buyout,1453.06,N/A
2017-10,David,Buyout,1822.82,N/A
2019-07,Bob,Subscription,81.63,True
2018-09,Alice,Buyout,1294.72,N/A
2017-07,David,Subscription,77.85,False
2020-04,Charlie,Buyout,1973.29,N/A
2020-06,Eve,Buyout,1777.12,N/A
2016-06,Alice,Subscription,79.5,False
2022-08,David,Subscription,193.58,False
2024-03,David,Subscription,127.72,True
2024-04,Eve,Buyout,1424.52,N/A
2023-11,Eve,Subscription,177.09,False
2018-01,Bob,Buyout,1639.13,N/A
2022-04,David,Buyout,1985.18,N/A
2016-12,Bob,Subscription,169.8,True
2019-03,Charlie,Subscription,146.31,False
2016-05,Eve,Subscription,197.06,False
2020-11,Charlie,Buyout,1112.32,N/A
2024-05,Charlie,Buyout,1289.05,N/A
2020-09,Charlie,Subscription,198.39,False
2023-03,David,Subscription,149.41,True
2015-05,Bob,Subscription,137.54,True
2023-10,Alice,Buyout,1484.71,N/A
2016-03,Charlie,Subscription,177.4,False
2015-10,Bob,Subscription,133.59,False
2022-01,Bob,Buyout,1312.18,N/A
2021-01,Charlie,Subscription,65.23,True
2017-06,Bob,Subscription,139.28,False
2015-09,Eve,Subscription,93.96,False
2023-03,Charlie,Buyout,1780.07,N/A
2015-12,Eve,Subscription,189.43,True
2024-03,Charlie,Subscription,172.91,True
2021-04,Charlie,Buyout,1638.59,N/A
2018-12,David,Buyout,1059.39,N/A
2018-08,Charlie,Buyout,1376.52,N/A
2015-09,Eve,Buyout,1841.65,N/A
2022-04,David,Subscription,191.11,False
2018-08,Charlie,Buyout,1488.99,N/A
2018-09,Bob,Buyout,1184.05,N/A
2017-02,Eve,Buyout,1361.39,N/A
2020-06,David,Subscription,162.5,False
2023-08,Bob,Subscription,75.07,False
2022-01,Bob,Subscription,79.02,True
2024-02,Alice,Buyout,1525.25,N/A
2016-10,Alice,Subscription,169.97,True
2016-09,Bob,Subscription,186.77,True
2017-12,Eve,Buyout,1693.25,N/A
2019-02,Bob,Buyout,1241.39,N/A
2021-01,David,Buyout,1166.69,N/A
2018-12,Alice,Buyout,1078.7,N/A
2018-09,Eve,Subscription,84.04,True
2023-12,Charlie,Subscription,122.4,True
2024-10,Alice,Buyout,1366.89,N/A
2019-01,David,Subscription,154.49,False
2023-04,Charlie,Buyout,1456.94,N/A
2022-10,David,Buyout,1618.96,N/A
2017-11,Eve,Subscription,170.29,False
2020-10,Eve,Buyout,1551.52,N/A
2016-01,Charlie,Buyout,1987.84,N/A
2021-09,Alice,Subscription,71.37,True
2019-11,Charlie,Subscription,167.72,False
2020-05,Bob,Subscription,71.09,False
2020-07,Charlie,Subscription,104.71,True
2016-06,David,Subscription,134.19,False
2017-03,Alice,Subscription,96.37,True
2019-02,Charlie,Subscription,195.1,True
2021-01,Eve,Buyout,1005.8,N/A
2024-07,Bob,Buyout,1958.06,N/A
2021-05,Alice,Subscription,158.41,True
2016-10,Bob,Subscription,67.83,False
2016-06,Charlie,Subscription,139.61,False
2022-07,Alice,Subscription,178.82,True
2015-05,David,Subscription,185.43,True
2021-03,Eve,Buyout,1444.88,N/A
2020-01,Bob,Buyout,1776.24,N/A
2015-01,Alice,Subscription,108.01,False
2020-11,Eve,Subscription,198.41,True
2018-11,Bob,Subscription,54.41,True
2018-01,David,Subscription,130.11,True
2024-02,Alice,Buyout,1420.15,N/A
2022-05,Eve,Subscription,81.64,True
2023-08,Bob,Buyout,1159.83,N/A
2018-03,David,Buyout,1194.05,N/A
2022-01,Eve,Subscription,68.71,False
2020-02,David,Subscription,181.12,True
2024-12,David,Subscription,192.84,False
2017-09,Alice,Buyout,1492.69,N/A
2019-02,Alice,Buyout,1975.41,N/A
2019-03,Eve,Subscription,72.45,True
2018-11,Charlie,Buyout,1188.42,N/A
2021-08,Charlie,Buyout,1293.85,N/A
2016-01,David,Buyout,1856.74,N/A
2024-03,David,Subscription,106.46,False
2015-09,Eve,Buyout,1007.33,N/A
2023-11,Bob,Subscription,143.1,False
2022-05,Eve,Buyout,1713.17,N/A
2018-06,Alice,Subscription,160.51,True
2015-05,Bob,Subscription,90.15,False
2023-06,Alice,Subscription,172.22,False
2021-04,Eve,Subscription,184.48,True
2022-11,Alice,Subscription,136.53,False
2021-05,David,Subscription,139.77,False
2017-08,Eve,Subscription,73.4,True
2023-05,Alice,Buyout,1643.91,N/A
2021-09,Charlie,Buyout,1881.56,N/A
2015-08,Charlie,Subscription,120.11,False
2019-11,Eve,Buyout,1270.78,N/A
2022-11,Bob,Buyout,1075.94,N/A
2022-04,Bob,Buyout,1688.96,N/A
2017-10,Alice,Subscription,171.63,False
2015-10,Eve,Subscription,154.46,True
2023-04,Bob,Buyout,1166.58,N/A
2016-01,Alice,Subscription,57.79,False
2019-05,Alice,Buyout,1983.89,N/A
2018-06,Alice,Subscription,120.83,True
2023-08,Eve,Buyout,1437.8,N/A
2023-04,David,Subscription,94.45,True
2020-07,Eve,Buyout,1633.31,N/A
2021-03,Eve,Buyout,1359.56,N/A
2017-10,Charlie,Buyout,1918.41,N/A
2020-07,Bob,Subscription,149.0,False
2017-02,David,Subscription,106.4,True
2021-11,Bob,Subscription,177.42,True
2018-04,Eve,Subscription,125.92,False
2018-09,Bob,Buyout,1039.79,N/A
2024-08,Bob,Buyout,1830.59,N/A
2022-12,Alice,Buyout,1721.29,N/A
2015-06,Charlie,Subscription,95.02,False
2017-07,Alice,Subscription,172.6,False
2021-09,David,Buyout,1340.84,N/A
2017-01,David,Subscription,182.67,True
2020-09,Alice,Buyout,1093.43,N/A
2023-10,David,Buyout,1895.59,N/A
2018-06,Bob,Subscription,124.12,True
2019-05,Bob,Buyout,1300.64,N/A
2020-06,Charlie,Subscription,165.91,False
2024-10,Eve,Buyout,1930.34,N/A
2021-07,Eve,Subscription,59.22,False
2021-12,Eve,Subscription,184.49,True
2016-11,Eve,Buyout,1765.51,N/A
2017-11,David,Subscription,197.5,True
2019-09,Bob,Subscription,132.53,True
2021-04,Charlie,Buyout,1825.91,N/A
2024-06,Bob,Buyout,1331.55,N/A
2015-09,David,Buyout,1389.99,N/A
2015-07,David,Subscription,163.07,True
2024-08,Eve,Subscription,164.51,True
2020-02,Charlie,Subscription,70.16,True
2022-01,Bob,Subscription,92.42,True
2021-04,Bob,Buyout,1519.68,N/A
2023-12,Alice,Subscription,125.03,False
2015-02,Eve,Buyout,1679.68,N/A
2016-01,Eve,Subscription,99.05,True
2018-08,Eve,Subscription,166.9,True
2016-01,Charlie,Buyout,1228.63,N/A
2021-02,Charlie,Buyout,1262.62,N/A
2019-01,David,Subscription,113.31,False
2020-09,Charlie,Buyout,1607.54,N/A
2015-07,Bob,Buyout,1730.6,N/A
2023-05,Alice,Buyout,1425.29,N/A
2018-08,Eve,Buyout,1931.5,N/A
2022-07,Bob,Subscription,119.95,True
2018-03,Charlie,Buyout,1418.55,N/A
2021-11,Bob,Buyout,1502.49,N/A
2020-09,Bob,Buyout,1850.59,N/A
2018-11,Bob,Subscription,130.95,False
2017-03,David,Buyout,1827.81,N/A
2019-01,Eve,Buyout,1953.86,N/A
2019-08,Charlie,Subscription,61.86,False
2023-10,David,Subscription,117.8,True
2019-02,Charlie,Buyout,1871.86,N/A
2021-03,Bob,Subscription,174.07,False
2017-03,Bob,Subscription,111.66,True
2021-09,David,Buyout,1147.36,N/A
2022-07,Charlie,Subscription,197.24,False
2023-03,David,Buyout,1715.7,N/A
2024-07,Charlie,Subscription,154.89,True
2015-09,David,Buyout,1997.46,N/A
2022-11,Alice,Subscription,175.65,True
2019-07,Alice,Subscription,147.58,True
2022-03,Alice,Subscription,183.7,False
2015-06,Alice,Subscription,175.99,True
2017-02,Bob,Subscription,62.95,True
2020-04,Alice,Subscription,154.19,False
2017-03,Eve,Subscription,182.42,True
2022-02,Bob,Buyout,1696.32,N/A
2017-03,David,Subscription,159.38,True
2018-02,David,Subscription,188.66,False
2021-04,Eve,Buyout,1524.44,N/A
2023-05,Charlie,Subscription,95.31,False
2022-10,Bob,Subscription,87.88,False
2021-03,Eve,Buyout,1148.9,N/A
2022-12,Eve,Buyout,1934.77,N/A
2015-01,Eve,Buyout,1617.18,N/A
2018-08,Eve,Subscription,115.72,True
2020-07,Charlie,Subscription,57.11,True
2022-05,Charlie,Subscription,173.28,False
2020-05,Eve,Buyout,1604.47,N/A
2021-01,David,Buyout,1240.11,N/A
2018-11,Eve,Subscription,116.21,False
2020-07,David,Buyout,1821.79,N/A
2023-09,Bob,Subscription,131.13,False
2020-07,David,Buyout,1072.79,N/A
2018-12,David,Buyout,1995.97,N/A
2024-12,Charlie,Subscription,94.0,False
2017-04,Bob,Subscription,154.95,False
