Date,Salesperson,Region,Product_Category,Marketing_Spend,Lead_Generation,Sales_Volume,Revenue,Customer_Satisfaction,Training_Hours,Market_Competition,Price,Customer_Acquisition_Cost,Profit_Margin,Seasonal_Factor,Economic_Index,Digital_Marketing,Social_Media_Engagement,Website_Traffic,Conversion_Rate,Customer_Retention,Product_Quality_Score,Brand_Awareness,Competitor_Price,Market_Share
2016-12-13,Jack,East,Hardware,45334.66,207.0,226.0,167983.11,7.48,46.4,5.21,744.28,1402.54,0.16,1.5,105.45,11345.84,1515.0,3751.0,0.156,0.874,7.63,6.68,754.12,0.171
2016-12-13,Bob,North,Services,57257.93,241.0,198.0,74683.07,7.32,41.6,5.13,377.12,1682.08,0.344,1.12,103.83,15202.68,1370.0,5065.0,0.141,0.82,8.35,6.33,338.92,0.179
2016-12-14,Jack,East,Support,50909.18,236.0,240.0,51237.35,8.09,48.2,4.8,213.32,1447.78,0.466,1.38,106.72,11527.71,2748.0,2841.0,0.149,0.817,8.14,6.76,240.1,0.161
2016-12-14,Jack,North,Consulting,43778.15,181.0,126.0,146272.49,8.36,59.6,4.51,1156.64,1834.11,0.361,1.0,106.13,10123.58,1196.0,4119.0,0.132,0.789,8.14,7.2,1128.39,0.185
2016-12-14,Charlie,North,Services,47186.14,235.0,179.0,62641.25,8.6,55.5,5.5,350.12,1452.34,0.362,1.12,105.95,10117.76,1509.0,4894.0,0.138,0.907,7.98,6.52,327.44,0.174
2016-12-14,Ivy,West,Services,44758.32,211.0,151.0,53259.83,7.48,53.0,5.09,352.78,1564.76,0.365,1.12,102.47,13289.93,1779.0,6324.0,0.135,0.925,8.29,7.59,365.1,0.158
2016-12-14,Bob,West,Software,57000.95,302.0,252.0,117077.86,8.12,51.8,5.14,463.98,1486.52,0.27,1.25,105.03,15700.44,1744.0,5435.0,0.127,0.852,7.7,6.57,446.95,0.178
2016-12-15,Jack,East,Software,54273.92,257.0,276.0,137144.78,9.35,72.4,5.13,496.49,1328.99,0.284,1.25,104.88,16625.68,1914.0,12072.0,0.159,0.87,8.77,7.18,476.92,0.18
2016-12-15,Diana,Central,Hardware,56834.32,197.0,197.0,159475.79,7.77,56.6,6.27,808.14,2000.0,0.143,1.5,102.07,14991.07,2473.0,3586.0,0.138,0.884,7.62,7.22,821.9,0.167
2016-12-15,Jack,Central,Services,55567.29,209.0,132.0,48606.99,7.62,49.4,4.94,367.5,2000.0,0.34,1.12,105.33,15453.19,2329.0,12629.0,0.128,0.858,7.96,6.9,349.37,0.169
2016-12-15,Alice,Central,Support,42462.57,225.0,271.0,52183.76,8.81,38.3,4.25,192.87,990.03,0.485,1.38,105.94,9485.21,252.0,3772.0,0.191,0.935,8.35,7.01,192.92,0.165
2016-12-15,Diana,West,Support,50411.04,205.0,212.0,40879.71,7.51,42.0,4.11,192.59,1780.66,0.522,1.38,107.64,13046.8,1075.0,6052.0,0.138,0.824,8.24,5.79,212.78,0.173
2016-12-15,Diana,East,Consulting,39019.87,176.0,112.0,143919.37,7.52,60.4,5.51,1288.17,1878.51,0.377,1.0,105.0,12292.21,2947.0,7263.0,0.118,0.78,8.53,6.94,1334.86,0.177
2016-12-16,Alice,South,Consulting,48901.75,181.0,146.0,197064.1,9.08,41.5,4.84,1349.77,1779.68,0.457,1.0,105.8,12132.76,2027.0,3070.0,0.152,0.908,8.5,7.22,1350.14,0.158
2016-12-16,Frank,East,Support,38015.25,158.0,147.0,31155.46,7.29,53.4,4.8,212.62,1962.9,0.477,1.38,104.09,8411.21,1783.0,6991.0,0.123,0.913,7.81,7.03,226.32,0.163
2016-12-16,Ivy,West,Software,63304.44,276.0,272.0,122671.17,7.59,44.9,5.22,451.38,1512.84,0.216,1.25,100.52,13912.46,2384.0,6801.0,0.152,0.809,8.31,7.26,440.97,0.182
2016-12-16,Grace,North,Software,47499.6,243.0,217.0,108692.66,9.0,39.8,5.11,500.77,1235.08,0.224,1.25,107.64,11631.94,1420.0,6370.0,0.158,0.766,8.98,6.93,510.21,0.173
2016-12-16,Charlie,East,Software,49588.28,227.0,220.0,100952.76,8.35,25.1,4.76,459.08,1330.55,0.218,1.25,104.12,11576.41,2139.0,8934.0,0.164,0.87,8.62,6.56,479.75,0.168
2016-12-17,Grace,West,Consulting,48812.51,233.0,193.0,228593.51,8.02,40.7,5.31,1183.16,1406.65,0.358,1.0,102.99,11615.96,1319.0,4380.0,0.149,0.898,8.24,6.63,1163.47,0.178
2016-12-17,Bob,South,Software,48376.44,157.0,159.0,70469.52,8.55,37.8,5.09,444.31,1872.65,0.263,1.25,102.78,13988.41,1758.0,6003.0,0.165,0.884,8.27,5.91,434.39,0.168
2016-12-17,Ivy,North,Support,63112.65,312.0,257.0,50732.33,7.88,35.3,5.0,197.15,1718.84,0.5,1.38,102.76,18508.2,3305.0,9255.0,0.118,0.856,8.25,7.48,193.04,0.168
2016-12-17,Frank,East,Software,37667.03,126.0,114.0,51544.93,7.81,41.0,5.3,452.77,2000.0,0.268,1.25,104.76,8204.48,395.0,3390.0,0.141,0.857,8.54,7.24,434.92,0.165
2016-12-17,Bob,Central,Software,53471.73,200.0,169.0,80145.25,8.09,45.1,5.45,475.08,1939.26,0.194,1.25,106.75,12103.43,1577.0,5435.0,0.138,0.841,8.16,7.59,481.36,0.159
2016-12-17,Frank,North,Support,35476.36,157.0,205.0,43290.05,7.53,41.4,4.6,211.52,1313.24,0.442,1.38,105.77,11115.48,106.0,6299.0,0.172,0.789,7.7,7.06,206.66,0.161
2016-12-17,Frank,South,Software,67727.16,277.0,234.0,105139.13,7.48,54.2,4.74,450.18,1900.11,0.227,1.25,106.78,15154.33,3421.0,7758.0,0.129,0.809,8.62,7.3,457.81,0.166
2016-12-18,Jack,Central,Services,45393.2,175.0,154.0,52590.47,7.47,48.6,4.18,341.47,1613.74,0.332,1.12,101.24,13725.49,2859.0,4522.0,0.16,0.871,7.85,6.41,359.36,0.164
2016-12-18,Eve,East,Support,32507.72,165.0,151.0,31609.44,7.16,33.8,5.87,209.24,1606.23,0.459,1.38,101.22,10133.2,1033.0,5194.0,0.122,0.825,7.4,6.96,199.19,0.163
2016-12-18,Ivy,Central,Services,38066.56,212.0,176.0,60168.12,7.95,55.1,4.61,342.25,1136.32,0.39,1.12,105.29,10327.34,1161.0,6482.0,0.158,0.852,7.74,6.5,301.55,0.16
2016-12-18,Jack,West,Hardware,39275.07,147.0,230.0,187020.45,8.13,36.5,4.36,811.47,1422.74,0.145,1.5,104.96,11292.23,1261.0,1999.0,0.188,0.809,8.44,6.31,803.93,0.157
2016-12-19,Henry,South,Hardware,34770.12,118.0,143.0,115055.12,7.51,49.6,4.4,803.93,1915.0,0.133,1.5,106.3,10560.84,1508.0,8079.0,0.154,0.803,7.89,5.85,811.61,0.162
2016-12-19,Bob,West,Services,43583.57,210.0,224.0,82682.74,7.8,64.9,4.62,368.58,1177.39,0.338,1.12,105.51,11649.49,2253.0,6689.0,0.177,0.8,8.47,6.67,396.21,0.165
2016-12-19,Bob,South,Services,54307.35,212.0,200.0,75645.54,8.66,46.6,4.34,377.73,1534.68,0.346,1.12,109.06,15995.88,2874.0,5182.0,0.167,0.849,8.41,6.21,374.55,0.173
2016-12-19,Jack,North,Software,51649.83,271.0,285.0,133908.54,7.65,53.3,5.22,469.18,1310.16,0.24,1.25,103.61,16166.0,868.0,5772.0,0.146,0.904,8.05,6.79,412.57,0.187
2016-12-19,Eve,South,Services,53666.71,233.0,186.0,69769.44,8.65,42.5,4.65,375.46,1506.39,0.383,1.12,107.63,12054.35,2846.0,9298.0,0.153,0.921,8.75,6.93,367.19,0.172
2016-12-19,Alice,North,Software,58698.5,328.0,317.0,158897.71,8.93,42.5,4.51,501.98,1085.05,0.273,1.25,107.84,17111.78,1541.0,9409.0,0.165,0.865,8.1,6.69,514.56,0.173
2016-12-20,Jack,North,Hardware,46000.94,219.0,194.0,162893.17,7.93,55.4,6.77,840.64,1680.37,0.072,1.5,104.36,14647.73,3177.0,10253.0,0.125,0.816,7.96,6.94,842.72,0.158
2016-12-21,Frank,South,Support,41300.89,196.0,168.0,32931.07,7.36,57.1,4.6,195.82,1478.92,0.493,1.38,103.58,10911.89,885.0,4994.0,0.143,0.847,7.78,6.76,163.45,0.154
2016-12-21,Frank,West,Support,48872.68,213.0,235.0,55299.33,8.26,57.0,6.63,235.52,1529.65,0.437,1.38,101.66,11199.8,1507.0,5252.0,0.15,0.855,7.82,6.15,212.37,0.174
2016-12-21,Henry,Central,Support,46030.03,136.0,129.0,28145.22,8.04,58.5,5.31,218.52,2000.0,0.468,1.38,105.27,13460.66,2345.0,7904.0,0.148,0.832,7.88,7.23,190.39,0.157
2016-12-21,Charlie,Central,Software,51792.67,267.0,233.0,107284.07,8.6,55.1,4.65,459.78,1513.55,0.232,1.25,104.74,11971.09,1723.0,7391.0,0.128,0.833,8.51,6.74,464.71,0.184
2016-12-21,Frank,Central,Services,33674.38,81.0,100.0,34901.21,6.86,42.0,4.89,349.01,2000.0,0.318,1.12,105.73,9575.28,2112.0,5476.0,0.124,0.741,8.59,6.49,328.57,0.154
2016-12-22,Ivy,South,Software,35371.44,165.0,174.0,82384.08,7.84,41.9,4.47,473.87,1325.82,0.247,1.25,105.58,9258.95,2564.0,2848.0,0.162,0.805,8.44,6.88,464.9,0.186
2016-12-22,Charlie,East,Consulting,44938.6,219.0,174.0,228651.06,7.42,29.2,4.92,1312.16,1515.34,0.413,1.0,103.63,11060.79,1744.0,5989.0,0.136,0.829,8.17,6.89,1289.58,0.164
2016-12-22,Eve,East,Software,47768.36,253.0,236.0,106845.09,8.11,48.9,5.62,452.47,1249.5,0.261,1.25,100.94,11355.88,1265.0,6270.0,0.151,0.856,8.13,7.1,442.56,0.155
2016-12-23,Eve,Central,Consulting,46807.34,244.0,161.0,209673.47,7.78,53.6,5.12,1299.26,1334.16,0.432,1.0,102.0,12512.11,1553.0,5080.0,0.144,0.897,8.17,7.18,1263.25,0.153
2016-12-23,Grace,East,Software,59752.52,263.0,220.0,95436.88,8.57,46.2,4.84,433.85,1748.68,0.263,1.25,105.44,14501.35,2194.0,6175.0,0.13,0.802,8.12,7.18,448.61,0.169
2016-12-23,Diana,East,Software,46043.32,176.0,178.0,90219.15,8.41,40.8,5.16,507.15,1724.47,0.191,1.25,105.52,14284.62,2299.0,8260.0,0.152,0.811,8.65,6.36,490.59,0.176
2016-12-23,Charlie,South,Support,51433.55,233.0,221.0,49314.56,8.23,49.3,5.37,223.35,1698.38,0.442,1.38,104.63,11084.28,1821.0,3861.0,0.13,0.87,7.81,6.98,242.31,0.17
2016-12-23,Eve,East,Services,38620.69,166.0,134.0,45257.98,8.68,51.7,5.42,338.3,1634.17,0.321,1.12,103.25,11353.4,1564.0,6879.0,0.142,0.82,8.38,5.88,341.55,0.174
2016-12-23,Grace,North,Support,41895.51,232.0,292.0,57439.69,8.82,45.7,6.14,196.85,1229.53,0.534,1.38,105.34,12070.54,2867.0,9853.0,0.147,0.851,8.14,6.94,173.98,0.163
2016-12-24,Charlie,West,Hardware,55128.21,323.0,392.0,338479.42,9.43,59.8,4.77,863.19,1137.68,0.184,1.5,105.33,17043.59,1895.0,11470.0,0.15,0.98,8.19,6.73,893.4,0.195
2016-12-24,Jack,Central,Hardware,50881.4,180.0,208.0,170425.04,7.56,39.6,4.96,819.21,1613.46,0.173,1.5,103.4,15415.53,1018.0,4053.0,0.175,0.916,8.09,7.25,826.76,0.191
2016-12-24,Ivy,South,Support,50368.52,195.0,158.0,30906.92,8.31,41.2,4.53,195.03,2000.0,0.475,1.38,107.73,13645.24,894.0,8810.0,0.124,0.896,8.23,6.92,198.08,0.164
2016-12-24,Bob,West,Hardware,50133.15,220.0,206.0,175427.47,7.52,41.8,4.86,851.42,2000.0,0.189,1.5,103.82,12717.23,2557.0,7783.0,0.113,0.889,7.83,6.66,836.7,0.168
2016-12-24,Bob,Central,Services,52019.64,181.0,183.0,68448.19,8.29,57.2,4.68,373.24,1802.62,0.348,1.12,101.54,15136.15,3940.0,4353.0,0.16,0.839,8.35,6.57,360.85,0.162
2016-12-24,Diana,North,Consulting,48424.86,235.0,171.0,221970.19,7.96,46.7,5.34,1301.68,1273.89,0.396,1.0,105.21,15163.13,1397.0,10230.0,0.162,0.897,9.08,7.13,1338.47,0.172
2016-12-24,Ivy,East,Software,67883.33,281.0,274.0,128921.81,7.43,40.5,5.68,470.42,1781.13,0.224,1.25,104.89,15541.15,100.0,8967.0,0.135,0.838,8.03,7.92,484.24,0.175
2016-12-25,Diana,Central,Support,54330.72,193.0,176.0,37249.33,7.63,52.5,5.68,211.75,2000.0,0.449,1.38,103.06,13534.24,3017.0,7877.0,0.139,0.866,7.87,7.24,200.01,0.161
2016-12-25,Frank,North,Support,47275.5,154.0,163.0,30150.32,7.15,73.8,5.23,185.11,2000.0,0.51,1.38,103.49,11337.29,2106.0,5701.0,0.142,0.778,7.65,7.07,177.49,0.159
2016-12-25,Ivy,South,Hardware,57524.75,262.0,305.0,255163.68,8.89,49.6,4.9,836.88,1549.01,0.111,1.5,102.95,12698.93,2041.0,6955.0,0.142,0.885,8.18,6.33,853.85,0.169
2016-12-25,Grace,Central,Consulting,43636.2,189.0,149.0,180512.93,8.3,41.3,4.23,1211.77,1402.42,0.371,1.0,108.21,13048.11,2132.0,5740.0,0.165,0.915,8.26,6.88,1154.75,0.168
2016-12-25,Charlie,South,Hardware,47753.78,175.0,168.0,134116.65,8.3,51.0,5.61,796.66,2000.0,0.095,1.5,103.37,12487.41,1124.0,5053.0,0.121,0.823,8.08,6.8,817.44,0.168
2016-12-25,Charlie,North,Consulting,60417.82,299.0,209.0,250577.59,8.61,52.4,5.56,1201.46,1343.82,0.436,1.0,103.84,14342.75,1940.0,8932.0,0.15,0.942,8.3,7.37,1230.75,0.175
2016-12-26,Grace,South,Services,47582.75,217.0,126.0,45454.5,8.19,44.4,6.57,361.79,1698.79,0.289,1.12,105.34,11244.18,1528.0,5159.0,0.129,0.793,8.11,7.11,392.36,0.182
2016-12-27,Ivy,North,Services,45718.33,208.0,190.0,70755.93,8.03,53.6,5.19,372.33,1446.35,0.393,1.12,101.93,10083.05,1702.0,6662.0,0.152,0.839,7.72,6.46,401.75,0.164
2016-12-27,Frank,West,Software,40077.48,189.0,161.0,75856.07,7.64,53.4,4.73,471.41,1520.45,0.287,1.25,107.01,10420.03,1820.0,3280.0,0.139,0.848,8.5,6.78,442.39,0.173
2016-12-27,Henry,South,Support,51678.39,193.0,176.0,36834.69,6.59,43.6,5.03,209.68,2000.0,0.492,1.38,104.62,13352.74,2223.0,3724.0,0.134,0.92,7.73,6.1,247.05,0.176
2016-12-27,Henry,East,Hardware,46793.66,193.0,246.0,217430.11,8.0,57.2,5.42,882.26,1524.63,0.168,1.5,104.69,12897.74,1357.0,7324.0,0.159,0.771,8.07,6.35,903.2,0.167
2016-12-27,Eve,West,Software,31233.04,136.0,143.0,64715.06,8.09,32.5,5.26,451.57,1544.16,0.208,1.25,104.95,7064.44,1188.0,4266.0,0.149,0.868,8.01,6.64,468.77,0.164
2016-12-27,Bob,West,Services,43350.43,192.0,163.0,59020.21,7.82,39.6,4.77,363.15,1438.47,0.278,1.12,105.16,12585.14,2265.0,6896.0,0.157,0.78,8.19,6.91,388.95,0.171
2016-12-28,Bob,South,Consulting,40598.4,118.0,100.0,125604.82,8.31,61.8,5.18,1256.05,2000.0,0.404,1.0,108.19,12695.67,1505.0,9829.0,0.147,0.758,8.12,6.67,1296.19,0.144
2016-12-28,Alice,Central,Hardware,68045.63,333.0,414.0,323510.3,8.3,43.1,5.07,780.88,1422.71,0.125,1.5,105.39,20501.29,2329.0,9457.0,0.144,0.866,7.85,7.25,812.0,0.194
2016-12-28,Bob,Central,Hardware,45086.62,153.0,151.0,131761.33,7.89,34.6,5.52,870.47,2000.0,0.14,1.5,99.52,9773.28,1660.0,4928.0,0.132,0.839,7.76,6.36,828.59,0.168
2016-12-28,Alice,East,Services,59465.0,273.0,208.0,72130.21,8.31,46.9,5.1,346.06,1727.89,0.357,1.12,107.81,16027.27,2870.0,10281.0,0.126,0.919,7.79,6.89,329.5,0.173
2016-12-28,Henry,South,Consulting,48718.37,206.0,141.0,176331.4,7.46,39.7,5.2,1253.7,1675.48,0.369,1.0,104.7,11030.26,2405.0,5725.0,0.141,0.837,8.83,6.43,1231.47,0.155
2016-12-29,Bob,West,Software,57494.28,293.0,209.0,96147.77,7.85,35.1,5.1,459.67,1421.91,0.198,1.25,103.26,16031.21,2822.0,1278.0,0.138,0.918,8.4,7.04,458.28,0.164
2016-12-29,Bob,West,Hardware,34264.34,142.0,130.0,109025.89,7.47,32.9,5.95,840.61,1819.96,0.096,1.5,103.14,8466.74,416.0,5780.0,0.133,0.853,8.14,5.7,890.1,0.184
2016-12-29,Grace,Central,Software,40641.15,174.0,190.0,88075.12,7.85,40.0,5.22,462.57,1469.31,0.232,1.25,103.47,11394.37,767.0,5559.0,0.159,0.896,8.1,7.04,456.99,0.184
2016-12-29,Charlie,West,Software,47791.35,236.0,197.0,97267.47,7.61,39.5,5.9,494.64,1296.86,0.254,1.25,110.14,13842.95,2003.0,5956.0,0.156,0.795,8.23,6.11,518.25,0.158
2016-12-29,Alice,North,Support,43548.48,246.0,270.0,61693.49,7.61,28.2,4.47,228.09,1127.83,0.517,1.38,103.8,12652.47,1382.0,8639.0,0.157,0.831,8.44,6.7,262.32,0.158
2016-12-30,Charlie,Central,Support,56001.62,274.0,359.0,81170.36,8.73,57.1,4.27,226.3,1169.13,0.509,1.38,106.21,16726.37,2414.0,10337.0,0.175,0.925,8.29,6.43,232.51,0.162
2016-12-30,Frank,West,Software,49194.89,178.0,121.0,60258.69,7.15,51.9,4.78,497.56,2000.0,0.248,1.25,104.54,14134.33,1943.0,10318.0,0.125,0.822,8.39,5.76,514.46,0.161
2016-12-31,Alice,Central,Support,41345.42,225.0,330.0,64394.96,9.13,48.5,5.48,194.91,1063.75,0.492,1.38,105.95,9945.5,1584.0,3518.0,0.173,0.726,8.63,6.94,215.71,0.163
2016-12-31,Jack,South,Consulting,41722.82,145.0,100.0,115742.93,7.78,54.2,4.53,1157.43,1996.96,0.329,1.0,103.77,11493.43,1822.0,6800.0,0.144,0.914,8.34,6.7,1143.91,0.16
2016-12-31,Alice,East,Hardware,56111.15,239.0,243.0,200108.85,8.64,62.4,4.46,824.32,1846.67,0.131,1.5,106.35,16431.65,3232.0,7723.0,0.127,0.869,7.86,6.18,776.97,0.175
2016-12-31,Charlie,West,Software,46548.0,257.0,264.0,120503.29,8.38,43.3,4.35,457.13,1227.5,0.272,1.25,108.77,11561.14,1317.0,2985.0,0.147,0.884,8.11,6.6,413.7,0.16
2016-12-31,Jack,Central,Software,40147.73,136.0,131.0,59826.66,8.4,48.9,5.11,457.96,1856.01,0.224,1.25,109.75,8611.23,988.0,4936.0,0.159,0.891,8.5,6.91,489.71,0.172
2016-12-31,Charlie,South,Software,48185.79,242.0,245.0,116354.72,8.91,52.4,4.41,474.45,1453.37,0.267,1.25,104.15,13243.22,2459.0,6277.0,0.137,0.813,8.5,7.28,500.66,0.185
2016-12-31,Eve,North,Software,56643.53,255.0,275.0,122688.17,8.41,36.3,5.0,445.64,1536.09,0.253,1.25,105.18,13797.86,211.0,6083.0,0.145,0.884,7.97,6.73,454.22,0.161
2017-01-01,Henry,Central,Consulting,58575.65,212.0,100.0,116597.0,7.88,42.7,4.57,1165.97,1970.52,0.377,0.68,104.09,19498.78,4584.0,9325.0,0.14,0.961,8.41,7.39,1166.33,0.174
2017-01-01,Eve,North,Hardware,36837.87,167.0,102.0,76618.65,7.66,35.6,4.57,750.23,1993.51,0.201,1.02,107.87,11515.27,1579.0,6325.0,0.11,0.902,7.93,6.66,783.34,0.167
2017-01-01,Ivy,South,Services,44645.04,159.0,109.0,40505.62,8.41,51.4,4.95,371.11,1839.52,0.344,0.77,105.97,10598.02,473.0,4805.0,0.153,0.884,8.46,6.03,360.23,0.177
2017-01-01,Charlie,East,Consulting,42459.62,191.0,100.0,133282.78,8.18,53.6,5.04,1332.83,1315.27,0.411,0.68,106.83,14341.11,3193.0,5232.0,0.169,0.844,8.53,6.75,1292.89,0.191
2017-01-01,Grace,West,Consulting,54127.46,286.0,100.0,129113.64,8.38,40.6,5.85,1291.14,1531.52,0.419,0.68,103.62,15486.31,2225.0,5853.0,0.124,0.782,8.49,7.31,1260.04,0.165
2017-01-02,Alice,South,Services,51560.0,241.0,159.0,57216.8,8.73,57.3,4.34,358.83,1278.8,0.34,0.77,105.41,16877.09,3680.0,7343.0,0.167,0.875,8.05,7.43,383.31,0.171
2017-01-02,Alice,Central,Support,40888.32,234.0,122.0,26378.71,8.12,24.5,4.26,216.92,1331.41,0.499,0.94,103.98,11914.28,858.0,5703.0,0.131,0.874,8.05,6.88,207.45,0.166
2017-01-02,Grace,Central,Hardware,44375.76,174.0,123.0,107458.05,7.43,44.5,5.26,871.04,1967.96,0.118,1.02,109.27,14065.93,2731.0,8179.0,0.13,0.863,8.53,6.81,880.3,0.164
2017-01-02,Bob,West,Hardware,50029.86,260.0,134.0,103009.44,8.5,52.5,5.29,769.64,1717.91,0.112,1.02,104.82,15970.24,3069.0,7793.0,0.112,0.917,7.88,7.28,773.16,0.179
2017-01-03,Bob,North,Services,42498.37,208.0,128.0,51229.44,8.28,53.7,3.54,400.87,1241.91,0.34,0.77,109.48,11942.94,2154.0,7085.0,0.164,0.86,8.28,6.34,385.31,0.175
2017-01-03,Diana,East,Services,41453.54,158.0,100.0,32908.05,8.19,47.1,4.6,329.08,1937.49,0.33,0.77,106.39,12484.61,1905.0,4373.0,0.136,0.901,7.98,7.18,309.55,0.166
2017-01-03,Grace,East,Software,51496.66,274.0,205.0,103222.17,8.61,34.8,4.69,504.48,1166.83,0.227,0.85,109.21,14808.2,3453.0,8516.0,0.161,0.874,8.36,6.42,476.1,0.164
2017-01-03,Jack,North,Consulting,35019.42,169.0,100.0,138358.15,8.32,51.9,4.99,1383.58,1526.35,0.426,0.68,104.44,9181.84,1277.0,5100.0,0.135,0.838,8.54,6.69,1412.01,0.178
2017-01-03,Ivy,Central,Consulting,52595.09,228.0,100.0,127032.82,8.39,61.1,4.24,1270.33,1476.58,0.454,0.68,107.21,12627.02,2517.0,5679.0,0.156,0.98,8.64,7.65,1312.63,0.172
2017-01-03,Frank,South,Services,45186.99,140.0,100.0,38309.58,7.3,49.8,5.11,383.1,2000.0,0.305,0.77,107.22,13426.17,2474.0,5878.0,0.132,0.839,8.42,6.59,411.27,0.154
2017-01-03,Henry,Central,Hardware,39683.54,122.0,100.0,84557.67,7.9,63.3,4.91,845.58,2000.0,0.141,1.02,107.36,11085.94,985.0,8195.0,0.149,0.848,8.29,6.67,849.0,0.163
2017-01-04,Eve,West,Consulting,56538.9,247.0,100.0,117041.4,7.58,45.7,4.21,1170.41,1640.99,0.385,0.68,105.66,15208.09,2383.0,7964.0,0.139,0.748,8.27,6.58,1170.35,0.18
2017-01-04,Ivy,West,Consulting,41834.11,187.0,100.0,128336.76,7.89,55.8,4.37,1283.37,1611.72,0.368,0.68,109.38,9938.04,1611.0,4229.0,0.139,0.87,8.71,6.47,1298.69,0.165
2017-01-04,Henry,West,Support,33781.13,133.0,100.0,20334.32,7.02,39.0,4.61,203.34,1648.47,0.483,0.94,104.62,10896.0,1298.0,6114.0,0.154,0.75,8.05,5.93,149.59,0.178
2017-01-04,Ivy,West,Hardware,44934.21,197.0,168.0,139361.12,8.37,63.7,5.2,831.82,1392.27,0.198,1.02,103.26,10680.78,1425.0,6986.0,0.164,0.833,8.17,6.5,782.51,0.167
2017-01-04,Bob,North,Services,38592.31,166.0,100.0,38260.1,7.49,32.0,4.52,382.6,1640.05,0.359,0.77,103.4,12645.53,2734.0,8275.0,0.142,0.856,8.17,6.64,421.19,0.161
2017-01-04,Charlie,North,Hardware,58223.88,289.0,198.0,159752.41,7.95,43.0,4.81,808.6,1325.65,0.172,1.02,107.61,15466.38,2874.0,10818.0,0.152,0.913,8.18,6.39,808.47,0.181
2017-01-04,Frank,West,Services,53246.58,223.0,114.0,43457.85,8.18,52.7,4.5,379.65,1762.14,0.291,0.77,107.09,16030.3,2728.0,14876.0,0.136,0.855,8.74,6.92,368.49,0.174
2017-01-05,Henry,Central,Support,53309.9,170.0,100.0,20305.42,8.25,61.6,5.3,203.05,2000.0,0.417,0.94,103.68,15490.5,1322.0,9789.0,0.13,0.873,8.19,7.48,173.71,0.167
2017-01-05,Ivy,Central,Support,41599.12,168.0,128.0,26239.99,8.3,64.8,4.5,205.37,1618.91,0.513,0.94,102.46,12560.17,2261.0,9042.0,0.153,0.782,8.07,6.33,214.1,0.152
2017-01-05,Bob,West,Support,54580.64,231.0,134.0,27438.44,8.3,58.7,5.26,204.45,1647.39,0.484,0.94,104.73,17375.12,1771.0,7612.0,0.143,0.743,8.52,7.17,202.16,0.167
2017-01-05,Jack,Central,Hardware,55887.63,257.0,195.0,164228.43,8.19,45.3,5.25,841.39,1339.65,0.118,1.02,106.28,17083.69,4394.0,7971.0,0.162,0.865,8.11,8.19,833.6,0.183
2017-01-05,Charlie,East,Hardware,53527.13,208.0,165.0,142675.11,9.11,50.8,5.07,866.1,1852.97,0.141,1.02,105.01,14672.82,1949.0,10006.0,0.139,0.903,8.37,6.63,855.15,0.175
2017-01-05,Jack,East,Hardware,46090.17,179.0,162.0,126841.07,7.54,50.1,5.6,782.96,1799.01,0.112,1.02,102.31,15366.0,3559.0,4990.0,0.143,0.844,8.03,6.37,757.71,0.173
2017-01-06,Frank,Central,Consulting,25873.91,86.0,100.0,131569.41,8.29,55.2,5.36,1315.69,2000.0,0.405,0.68,106.75,7329.77,290.0,4385.0,0.143,0.899,8.53,6.19,1363.41,0.182
2017-01-06,Frank,East,Support,45329.38,180.0,130.0,27853.81,7.68,57.9,4.88,214.09,1660.4,0.501,0.94,104.26,11580.92,1944.0,3783.0,0.151,0.976,7.89,6.7,183.67,0.174
2017-01-06,Ivy,North,Support,46031.49,209.0,167.0,35449.72,8.24,40.3,4.69,212.06,1647.76,0.439,0.94,108.75,14250.76,1145.0,7742.0,0.134,0.783,8.26,6.96,213.33,0.175
2017-01-06,Ivy,Central,Software,41445.16,122.0,100.0,47595.09,8.27,36.9,4.53,475.95,2000.0,0.201,0.85,106.12,12822.49,1256.0,7284.0,0.154,0.928,8.0,6.64,505.75,0.149
2017-01-06,Henry,South,Software,38003.36,153.0,100.0,45210.2,7.22,56.9,5.82,452.1,1870.44,0.224,0.85,102.02,10834.01,296.0,4556.0,0.133,0.815,8.73,6.78,495.35,0.167
2017-01-06,Charlie,Central,Services,37454.52,124.0,100.0,37545.04,8.46,52.7,5.79,375.45,2000.0,0.338,0.77,107.45,10606.54,2336.0,4798.0,0.147,0.794,8.37,6.43,364.96,0.152
2017-01-06,Frank,East,Support,43132.44,189.0,165.0,33862.72,7.54,55.0,4.88,205.18,1622.93,0.463,0.94,109.69,12064.58,1155.0,4793.0,0.141,0.892,8.11,6.5,216.7,0.177
2017-01-06,Alice,Central,Software,52932.59,295.0,161.0,72216.42,8.94,52.5,5.42,449.02,1335.15,0.248,0.85,105.6,16360.01,2253.0,10193.0,0.135,0.769,8.47,6.5,460.05,0.177
2017-01-07,Grace,North,Software,49084.0,274.0,244.0,111668.78,7.89,43.7,4.96,457.72,975.63,0.282,0.85,107.48,13471.48,3128.0,6622.0,0.184,0.928,8.13,6.83,478.49,0.171
2017-01-07,Diana,Central,Support,41717.54,198.0,128.0,25834.57,7.98,55.2,4.4,202.51,1467.1,0.476,0.94,109.0,10397.53,2147.0,5391.0,0.144,0.745,8.04,6.12,167.69,0.154
